,air_pressure(mBar),date,coordinates,air_temperature,mass_concentration_of_chlorophyll_in_sea_water,relative_humidity,mass_concentration_of_oxygen_in_sea_wate,sea_water_practical_salinity,USA_SSHS,xco2,Methane_ppbv,tropical_storm_occurence
16927,1013.1,20181101,30.0-94.0,16.2,,,,25.6117,,,,0.0
16928,1010.1,20181101,29.0-90.0,23.8,10.0,81.3,7.05,23.33,,,,0.0
16929,1009.482859,20181101,30.0-88.0,23.23,,120.4,7.42,16.66,,,,0.0
16930,,20181101,29.0-92.0,18.0,,,,,,,,0.0
16931,1017.81,20181102,28.0-94.0,18.4,,43.8,,35.86,,,1882.490699404762,0.0
16932,1017.6,20181102,28.0-95.0,20.0,,,,,,,1882.490699404762,0.0
16933,1017.8,20181102,29.0-94.0,19.7,,,,33.1361,,,1882.490699404762,0.0
16934,1015.5,20181102,30.0-87.0,15.3,,,,,,,1882.490699404762,0.0
16935,1017.2,20181102,30.0-91.0,14.8,,,,,,,1882.490699404762,0.0
16936,1017.3,20181102,30.0-92.0,15.4,,,,,,,1882.490699404762,0.0
16937,1016.1,20181102,30.0-89.0,15.8,,,,,,,1882.490699404762,0.0
16938,1016.9,20181102,29.0-89.0,16.6,,,,,,,1882.490699404762,0.0
16939,1017.0,20181102,29.0-90.0,17.6,10.22,52.5,8.59,21.79,,,1882.490699404762,0.0
16940,1016.9,20181102,30.0-90.0,16.4,,,,,,,1882.490699404762,0.0
16941,1017.1,20181102,29.0-91.0,17.1,,,,0.23,,,1882.490699404762,0.0
16942,1016.2,20181102,30.0-93.0,18.4,,,,,,,1882.490699404762,0.0
16943,1016.7,20181102,29.0-96.0,18.9,,,,,,,1882.490699404762,0.0
16944,1016.9,20181102,29.0-97.0,20.8,,,,,,,1882.490699404762,0.0
16945,1016.8,20181102,29.0-95.0,18.8,,43.0,,26.62,,,1882.490699404762,0.0
16946,1017.5,20181102,28.0-97.0,18.8,,,9.79,10.7,,,1882.490699404762,0.0
16947,1016.9,20181102,28.0-96.0,19.3,,,,29.8086,,,1882.490699404762,0.0
16948,1016.8,20181102,30.0-95.0,18.2,,,,4.8,,,1882.490699404762,0.0
16949,1016.9,20181102,30.0-94.0,17.8,,,,26.0523,,,1882.490699404762,0.0
16950,1015.917,20181102,30.0-88.0,16.96,,116.8,7.69,16.29,,,1882.490699404762,0.0
16951,,20181102,29.0-92.0,18.7,,,,,,404.653747558594,1882.490699404762,0.0
16952,,20181102,29.0-92.0,18.7,,,,,,404.659851074219,1882.490699404762,0.0
16953,,20181102,29.0-92.0,18.7,,,,,,405.228637695312,1882.490699404762,0.0
16954,,20181102,29.0-92.0,18.7,,,,,,405.937713623047,1882.490699404762,0.0
16955,,20181102,29.0-92.0,18.7,,,,,,405.157745361328,1882.490699404762,0.0
16956,1014.95,20181103,28.0-94.0,23.9,,56.9,,35.97,,,,0.0
16957,1013.6,20181103,28.0-95.0,24.8,,,,,,,,0.0
16958,1014.8,20181103,29.0-94.0,23.6,,,,33.4575,,,,0.0
16959,1021.7,20181103,30.0-87.0,19.7,,,,,,,,0.0
16960,1019.9,20181103,30.0-89.0,19.9,,,,,,,,0.0
16961,1019.6,20181103,29.0-89.0,23.0,,,,,,,,0.0
16962,1019.2,20181103,29.0-90.0,21.3,9.45,55.1,7.71,24.01,,,,0.0
16963,1019.2,20181103,30.0-90.0,18.5,,,,,,,,0.0
16964,1018.8,20181103,30.0-91.0,19.0,,,,,,,,0.0
16965,1017.7,20181103,29.0-91.0,19.2,,,,0.23,,,,0.0
16966,1017.4,20181103,30.0-92.0,19.6,,,,,,,,0.0
16967,1015.9,20181103,30.0-93.0,22.7,,,,,,,,0.0
16968,1012.3,20181103,29.0-96.0,23.1,,,,,,,,0.0
16969,1012.4,20181103,29.0-97.0,22.6,,,,,,,,0.0
16970,1013.0,20181103,29.0-95.0,23.7,,67.6,,29.3,,,,0.0
16971,1012.3,20181103,28.0-97.0,23.7,,,8.33,31.6834,,,,0.0
16972,1011.9,20181103,28.0-96.0,23.5,,,,31.0349,,,,0.0
16973,1014.5,20181103,30.0-95.0,23.3,,,,5.64,,,,0.0
16974,1015.5,20181103,30.0-94.0,21.4,,,,29.3838,,,,0.0
16975,1021.335224,20181103,30.0-88.0,20.4,,114.0,7.93,22.3,,,,0.0
16976,,20181103,29.0-92.0,20.5,,,,,,405.820770263672,,0.0
16977,,20181103,29.0-92.0,20.5,,,,,,405.911651611328,,0.0
16978,,20181103,29.0-92.0,20.5,,,,,,402.302093505859,,0.0
16979,,20181103,29.0-92.0,20.5,,,,,,396.527069091797,,0.0
16980,,20181103,29.0-92.0,20.5,,,,,,404.405090332031,,0.0
16981,,20181103,29.0-92.0,20.5,,,,,,396.458465576172,,0.0
16982,,20181103,29.0-92.0,20.5,,,,,,408.079223632812,,0.0
16983,1014.82,20181104,28.0-94.0,22.8,,80.4,,35.88,,,,0.0
16984,1013.8,20181104,28.0-95.0,23.9,,,,,,,,0.0
16985,1016.4,20181104,29.0-94.0,20.2,,,,33.1166,,,,0.0
16986,1017.4,20181104,30.0-87.0,22.2,,,,,,,,0.0
16987,1016.7,20181104,30.0-89.0,22.1,,,,,,,,0.0
16988,1016.7,20181104,29.0-89.0,23.3,,,,,,,,0.0
16989,1016.4,20181104,29.0-90.0,24.2,6.79,83.9,7.5,27.12,,,,0.0
16990,1017.0,20181104,30.0-90.0,19.8,,,,,,,,0.0
16991,1016.8,20181104,30.0-91.0,18.3,,,,,,,,0.0
16992,1016.5,20181104,29.0-91.0,19.0,,,,0.25,,,,0.0
16993,1016.4,20181104,30.0-92.0,19.5,,,,,,,,0.0
16994,1015.4,20181104,30.0-93.0,18.4,,,,,,,,0.0
16995,1014.4,20181104,29.0-96.0,21.1,,,,,,,,0.0
16996,1014.6,20181104,29.0-97.0,21.5,,,,,,,,0.0
16997,1015.0,20181104,29.0-95.0,20.6,,82.4,,29.01,,,,0.0
16998,1014.9,20181104,28.0-97.0,21.1,,,8.1,13.1,,,,0.0
16999,1014.2,20181104,28.0-96.0,21.4,,,,30.7622,,,,0.0
17000,1016.3,20181104,30.0-95.0,19.8,,,,5.07,,,,0.0
17001,1016.6,20181104,30.0-94.0,18.5,,,,27.1322,,,,0.0
17002,1016.594278,20181104,30.0-88.0,22.89,,118.7,8.05,17.67,,,,0.0
17003,,20181104,29.0-92.0,20.0,,,,,,,,0.0
17004,1009.89,20181105,28.0-94.0,25.5,,79.4,,35.91,,,1882.3454034391532,0.0
17005,1008.6,20181105,28.0-95.0,26.8,,,,,,,1882.3454034391532,0.0
17006,1013.9,20181105,30.0-87.0,23.8,,,,,,,1882.3454034391532,0.0
17007,1009.7,20181105,29.0-94.0,23.9,,,,33.7881,,,1882.3454034391532,0.0
17008,1012.5,20181105,30.0-89.0,22.7,,,,,,,1882.3454034391532,0.0
17009,1013.3,20181105,29.0-89.0,23.5,,,,,,,1882.3454034391532,0.0
17010,1012.2,20181105,29.0-90.0,25.8,8.74,88.2,7.18,25.13,,,1882.3454034391532,0.0
17011,1012.1,20181105,30.0-90.0,24.8,,,,,,,1882.3454034391532,0.0
17012,1011.9,20181105,30.0-91.0,24.2,,,,,,,1882.3454034391532,0.0
17013,1011.2,20181105,29.0-91.0,24.2,,,,0.25,,,1882.3454034391532,0.0
17014,1011.1,20181105,30.0-92.0,23.6,,,,,,,1882.3454034391532,0.0
17015,1008.6,20181105,30.0-93.0,23.8,,,,,,,1882.3454034391532,0.0
17016,1007.7,20181105,29.0-96.0,24.7,,,,,,,1882.3454034391532,0.0
17017,1007.9,20181105,29.0-97.0,24.9,,,,,,,1882.3454034391532,0.0
17018,1008.2,20181105,29.0-95.0,24.7,,93.7,,27.79,,,1882.3454034391532,0.0
17019,1007.9,20181105,28.0-97.0,24.9,,,7.68,13.7,,,1882.3454034391532,0.0
17020,1007.7,20181105,28.0-96.0,24.4,,,,30.8654,,,1882.3454034391532,0.0
17021,1009.1,20181105,30.0-95.0,24.0,,,,6.35,,,1882.3454034391532,0.0
17022,1009.6,20181105,30.0-94.0,23.9,,,,26.7969,,,1882.3454034391532,0.0
17023,1013.207888,20181105,30.0-88.0,24.11,,133.2,6.81,30.63,,,1882.3454034391532,0.0
17024,,20181105,29.0-92.0,24.7,,,,,,394.756744384766,1882.3454034391532,0.0
17025,1012.29,20181106,28.0-94.0,25.6,,88.5,,35.93,,,,0.0
17026,1010.7,20181106,28.0-95.0,26.9,,,,,,,,0.0
17027,1014.7,20181106,30.0-87.0,23.3,,,,,,,,0.0
17028,1012.0,20181106,29.0-94.0,24.7,,,,33.5923,,,,0.0
17029,1014.5,20181106,30.0-89.0,23.1,,,,,,,,0.0
17030,1013.9,20181106,29.0-89.0,20.8,,,,,,,,0.0
17031,1014.2,20181106,30.0-90.0,23.1,,,,,,,,0.0
17032,1014.4,20181106,29.0-90.0,23.5,5.95,89.2,5.95,24.98,,,,0.0
17033,1013.8,20181106,30.0-91.0,23.3,,,,,,,,0.0
17034,1013.5,20181106,29.0-91.0,23.3,,,,0.26,,,,0.0
17035,1012.6,20181106,30.0-92.0,23.0,,,,,,,,0.0
17036,1012.0,20181106,30.0-93.0,25.0,,,,,,,,0.0
17037,1010.2,20181106,29.0-96.0,25.8,,,,,,,,0.0
17038,1010.1,20181106,29.0-97.0,25.3,,,,,,,,0.0
17039,1010.6,20181106,29.0-95.0,25.3,,92.8,,28.62,,,,0.0
17040,1010.4,20181106,28.0-97.0,26.2,,,9.03,13.7,,,,0.0
17041,1010.1,20181106,28.0-96.0,24.8,,,,31.6832,,,,0.0
17042,1011.4,20181106,30.0-95.0,24.9,,,,6.69,,,,0.0
17043,1012.0,20181106,30.0-94.0,24.5,,,,26.9156,,,,0.0
17044,1014.562444,20181106,30.0-88.0,22.42,,120.9,6.98,20.79,,,,0.0
17045,,20181106,29.0-92.0,23.3,,,,,,,,0.0
17046,1013.09,20181107,28.0-94.0,25.7,,80.9,,36.06,,,,0.0
17047,1011.7,20181107,28.0-95.0,26.8,,,,,,,,0.0
17048,1012.7,20181107,29.0-94.0,24.4,,,,33.3248,,,,0.0
17049,1015.2,20181107,30.0-87.0,24.1,,,,,,,,0.0
17050,1015.2,20181107,30.0-89.0,21.5,,,,,,,,0.0
17051,1014.6,20181107,29.0-89.0,23.9,,,,,,,,0.0
17052,1014.4,20181107,29.0-90.0,25.0,4.05,91.7,6.41,26.3,,,,0.0
17053,1014.3,20181107,30.0-90.0,22.9,,,,,,,,0.0
17054,1013.7,20181107,30.0-91.0,20.9,,,,,,,,0.0
17055,1013.4,20181107,29.0-91.0,22.1,,,,0.27,,,,0.0
17056,1013.8,20181107,30.0-92.0,21.8,,,,,,,,0.0
17057,1011.4,20181107,30.0-93.0,24.6,,,,,,,,0.0
17058,1011.2,20181107,29.0-96.0,26.2,,,,,,,,0.0
17059,1010.9,20181107,29.0-97.0,25.8,,,,,,,,0.0
17060,1011.5,20181107,29.0-95.0,25.5,,95.4,,29.86,,,,0.0
17061,1011.3,20181107,28.0-97.0,26.6,,,7.72,13.8,,,,0.0
17062,1011.3,20181107,28.0-96.0,25.0,,,,31.142,,,,0.0
17063,1012.2,20181107,30.0-95.0,24.9,,,,5.81,,,,0.0
17064,1012.6,20181107,30.0-94.0,22.9,,,,26.8814,,,,0.0
17065,1015.578361,20181107,30.0-88.0,22.21,,125.1,6.09,21.65,,,,0.0
17066,,20181107,29.0-92.0,24.0,,,,,,,,0.0
17067,1013.63,20181108,28.0-94.0,25.6,,75.4,,36.03,,,1880.1659639550264,0.0
17068,1012.6,20181108,28.0-95.0,26.6,,,,,,,1880.1659639550264,0.0
17069,1014.6,20181108,29.0-94.0,21.8,,,,32.7724,,,1880.1659639550264,0.0
17070,1015.8,20181108,30.0-87.0,24.1,,,,,,,1880.1659639550264,0.0
17071,1015.5,20181108,30.0-89.0,20.0,,,,,,,1880.1659639550264,0.0
17072,1015.3,20181108,29.0-89.0,23.9,,,,,,,1880.1659639550264,0.0
17073,1014.8,20181108,29.0-90.0,23.7,8.67,85.6,7.31,24.93,,,1880.1659639550264,0.0
17074,1015.1,20181108,30.0-90.0,20.6,,,,,,,1880.1659639550264,0.0
17075,1015.0,20181108,30.0-91.0,20.9,,,,,,,1880.1659639550264,0.0
17076,1014.2,20181108,29.0-91.0,21.7,,,,0.26,,,1880.1659639550264,0.0
17077,1014.7,20181108,30.0-92.0,20.8,,,,,,,1880.1659639550264,0.0
17078,1013.7,20181108,30.0-93.0,20.3,,,,,,,1880.1659639550264,0.0
17079,1012.8,20181108,29.0-96.0,23.2,,,,,,,1880.1659639550264,0.0
17080,1012.7,20181108,29.0-97.0,24.6,,,,,,,1880.1659639550264,0.0
17081,1013.5,20181108,29.0-95.0,22.5,,93.5,,29.05,,,1880.1659639550264,0.0
17082,1012.8,20181108,28.0-97.0,25.9,,,5.73,10.4,,,1880.1659639550264,0.0
17083,1012.5,20181108,28.0-96.0,24.3,,,,30.6402,,,1880.1659639550264,0.0
17084,1014.7,20181108,30.0-95.0,20.9,,,,6.26,,,1880.1659639550264,0.0
17085,1014.9,20181108,30.0-94.0,21.0,,,,24.2836,,,1880.1659639550264,0.0
17086,1015.578361,20181108,30.0-88.0,21.4,,127.8,6.97,19.67,,,1880.1659639550264,0.0
17087,,20181108,29.0-92.0,21.3,,,,,,390.357208251953,1880.1659639550264,0.0
17088,1018.54,20181109,28.0-94.0,18.7,,87.2,,36.0,,,,0.0
17089,1019.9,20181109,28.0-95.0,18.3,,,,,,,,0.0
17090,1023.2,20181109,29.0-94.0,14.6,,,,34.98,,,,0.0
17091,1018.0,20181109,30.0-87.0,17.5,,,,,,,,0.0
17092,1020.5,20181109,30.0-89.0,13.1,,,,,,,,0.0
17093,1018.7,20181109,29.0-89.0,17.9,,,,,,,,0.0
17094,1019.2,20181109,29.0-90.0,15.9,6.27,84.0,5.3,22.72,,,,0.0
17095,1021.2,20181109,30.0-90.0,11.5,,,,,,,,0.0
17096,1021.5,20181109,30.0-91.0,10.8,,,,,,,,0.0
17097,1021.0,20181109,29.0-91.0,11.7,26.77,85.8,7.24,0.26,,,,0.0
17098,1021.5,20181109,30.0-92.0,10.5,,,,,,,,0.0
17099,1023.5,20181109,30.0-93.0,11.6,,,,,,,,0.0
17100,1022.7,20181109,29.0-96.0,11.7,,,,,,,,0.0
17101,1023.7,20181109,29.0-97.0,13.6,,,,,,,,0.0
17102,1022.5,20181109,29.0-95.0,13.0,,78.0,,29.45,,,,0.0
17103,1023.6,20181109,28.0-97.0,12.6,,,2.44,5.4,,,,0.0
17104,1023.2,20181109,28.0-96.0,13.4,,,,31.9146,,,,0.0
17105,1023.4,20181109,30.0-95.0,12.9,,,,5.02,,,,0.0
17106,1024.2,20181109,30.0-94.0,11.8,,,,25.4472,,,,0.0
17107,1018.964751,20181109,30.0-88.0,15.23,,125.5,8.02,15.09,,,,0.0
17108,,20181109,29.0-92.0,12.1,,,,,,,,0.0
17109,1022.3,20181110,28.0-95.0,17.7,,,,,,,,0.0
17110,1025.2,20181110,29.0-94.0,12.5,,,,35.2375,,,,0.0
17111,1022.0,20181110,30.0-87.0,14.0,,,,,,,,0.0
17112,1021.9,20181110,29.0-89.0,14.1,,,,,,,,0.0
17113,1023.5,20181110,30.0-91.0,13.0,,,,,,,,0.0
17114,1023.5,20181110,30.0-92.0,12.6,,,,,,,,0.0
17115,1023.3,20181110,30.0-89.0,12.6,,,,,,,,0.0
17116,1023.6,20181110,30.0-90.0,13.4,,,,,,,,0.0
17117,1024.6,20181110,30.0-93.0,11.5,,,,,,,,0.0
17118,1023.6,20181110,29.0-96.0,13.0,,,,,,,,0.0
17119,1024.1,20181110,29.0-97.0,11.6,,,,,,,,0.0
17120,1022.7,20181110,30.0-88.0,11.7,,128.6,6.79,32.8,,,,0.0
17121,1022.05,20181110,28.0-94.0,16.6,,71.0,,36.08,,,,0.0
17122,1022.0,20181110,29.0-91.0,12.9,21.8,53.5,7.36,22.21,,,,0.0
17123,1022.0,20181110,29.0-90.0,13.6,7.81,54.9,7.07,22.31,,,,0.0
17124,1023.4,20181110,29.0-95.0,11.7,,69.7,,30.35,,,,0.0
17125,1023.5,20181110,28.0-97.0,11.4,,,3.05,30.8056,,,,0.0
17126,1022.8,20181110,28.0-96.0,13.0,,,,31.4691,,,,0.0
17127,1024.0,20181110,30.0-95.0,10.1,,,,7.31,,,,0.0
17128,1024.7,20181110,30.0-94.0,9.4,,,,23.7681,,,,0.0
17129,,20181110,29.0-92.0,12.1,,,,,,,,0.0
17130,1014.64,20181111,28.0-94.0,23.6,,76.3,,36.14,,,1879.730076058201,0.0
17131,1013.2,20181111,28.0-95.0,24.9,,,,,,,1879.730076058201,0.0
17132,1016.5,20181111,29.0-94.0,19.1,,,,34.9773,,,1879.730076058201,0.0
17133,1021.0,20181111,30.0-87.0,17.2,,,,,,,1879.730076058201,0.0
17134,1020.6,20181111,30.0-89.0,15.6,,,,,,,1879.730076058201,0.0
17135,1019.3,20181111,29.0-89.0,20.4,,,,,,,1879.730076058201,0.0
17136,1018.5,20181111,29.0-90.0,17.9,6.5,85.2,7.22,23.67,,,1879.730076058201,0.0
17137,1019.7,20181111,30.0-90.0,15.5,,,,,,,1879.730076058201,0.0
17138,1018.8,20181111,30.0-91.0,17.1,,,,,,,1879.730076058201,0.0
17139,1017.6,20181111,29.0-91.0,18.2,22.32,81.7,7.85,0.26,,,1879.730076058201,0.0
17140,1017.7,20181111,30.0-92.0,16.9,,,,,,,1879.730076058201,0.0
17141,1016.5,20181111,30.0-93.0,14.2,,,,,,,1879.730076058201,0.0
17142,1013.4,20181111,29.0-96.0,16.2,,,,,,,1879.730076058201,0.0
17143,1014.2,20181111,29.0-97.0,14.3,,,,,,,1879.730076058201,0.0
17144,1014.7,20181111,29.0-95.0,19.4,,89.1,,29.97,,,1879.730076058201,0.0
17145,1013.6,20181111,28.0-97.0,16.1,,,2.76,6.4,,,1879.730076058201,0.0
17146,1012.7,20181111,28.0-96.0,17.3,,,,31.1186,,,1879.730076058201,0.0
17147,1017.1,20181111,30.0-95.0,14.6,,,,7.7,,,1879.730076058201,0.0
17148,1018.7,20181111,30.0-94.0,14.4,,,,28.6133,,,1879.730076058201,0.0
17149,1020.657946,20181111,30.0-88.0,15.97,,123.6,7.05,33.18,,,1879.730076058201,0.0
17150,,20181111,29.0-92.0,17.6,,,,,,,1879.730076058201,0.0
17151,1015.74,20181112,28.0-94.0,17.9,,83.4,,36.13,,,,0.0
17152,1016.5,20181112,28.0-95.0,16.3,,,,,,,,0.0
17153,1018.2,20181112,29.0-94.0,12.8,,,,35.2962,,,,0.0
17154,1013.9,20181112,30.0-87.0,21.2,,,,,,,,0.0
17155,1013.6,20181112,30.0-89.0,18.9,,,,,,,,0.0
17156,1015.0,20181112,29.0-89.0,20.1,,,,,,,,0.0
17157,1013.3,20181112,29.0-90.0,20.2,7.61,91.0,7.11,22.04,,,,0.0
17158,1013.8,20181112,30.0-90.0,16.7,,,,,,,,0.0
17159,1014.7,20181112,30.0-91.0,16.1,,,,,,,,0.0
17160,1013.5,20181112,29.0-91.0,17.4,17.49,90.0,7.99,0.23,,,,0.0
17161,1015.4,20181112,30.0-92.0,14.1,,,,,,,,0.0
17162,1017.9,20181112,30.0-93.0,11.3,,,,,,,,0.0
17163,1019.2,20181112,29.0-95.0,10.5,,87.3,,0.0,,,,0.0
17164,1019.1,20181112,29.0-96.0,9.8,,,,,,,,0.0
17165,1021.0,20181112,29.0-97.0,10.5,,,,,,,,0.0
17166,1021.3,20181112,28.0-97.0,10.2,,,2.31,13.1,,,,0.0
17167,1020.2,20181112,28.0-96.0,10.8,,,,31.0976,,,,0.0
17168,1018.2,20181112,30.0-95.0,10.5,,,,7.26,,,,0.0
17169,1019.6,20181112,30.0-94.0,9.8,,,,28.032,,,,0.0
17170,1014.223805,20181112,30.0-88.0,20.81,,151.0,8.1,15.5,,,,0.0
17171,,20181112,29.0-92.0,15.9,,,,,,,,0.0
17172,1026.46,20181113,28.0-94.0,10.5,,83.6,,36.13,,,,0.0
17173,1029.3,20181113,28.0-95.0,9.2,,,,,,,,0.0
17174,1020.9,20181113,30.0-87.0,10.7,,,,,,,,0.0
17175,1030.0,20181113,29.0-94.0,6.2,,,,35.3398,,,,0.0
17176,1023.4,20181113,30.0-89.0,6.7,,,,,,,,0.0
17177,1022.3,20181113,29.0-89.0,10.8,,,,,,,,0.0
17178,1023.0,20181113,29.0-90.0,8.7,10.68,87.5,9.01,17.94,,,,0.0
17179,1024.1,20181113,30.0-90.0,6.0,,,,,,,,0.0
17180,1025.8,20181113,30.0-91.0,5.3,,,,,,,,0.0
17181,1024.6,20181113,29.0-91.0,6.1,28.98,84.5,8.73,0.23,,,,0.0
17182,1026.4,20181113,30.0-92.0,4.9,,,,,,,,0.0
17183,1027.4,20181113,30.0-93.0,4.1,,,,,,,,0.0
17184,1031.2,20181113,29.0-96.0,3.3,,,,,,,,0.0
17185,1032.3,20181113,29.0-97.0,5.0,,,,,,,,0.0
17186,1030.6,20181113,29.0-95.0,3.6,,2.5,,,,,,0.0
17187,1032.6,20181113,28.0-97.0,4.8,,,2.68,11.4,,,,0.0
17188,1031.9,20181113,28.0-96.0,5.3,,,,31.3448,,,,0.0
17189,1029.8,20181113,30.0-95.0,4.6,,,,5.91,,,,0.0
17190,1029.6,20181113,30.0-94.0,3.6,,,,27.4682,,,,0.0
17191,1022.012502,20181113,30.0-88.0,9.18,,129.8,8.41,30.0,,,,0.0
17192,,20181113,29.0-92.0,5.5,,,,,,,,0.0
17193,1026.47,20181114,28.0-94.0,11.2,,57.5,,36.14,,,,0.0
17194,1027.8,20181114,28.0-95.0,12.1,,,,,,,,0.0
17195,1028.3,20181114,29.0-94.0,10.6,,,,35.4773,,,,0.0
17196,1022.6,20181114,30.0-87.0,6.5,,,,,,,,0.0
17197,1025.3,20181114,30.0-89.0,3.8,,,,,,,,0.0
17198,1025.6,20181114,29.0-89.0,8.2,,,,,,,,0.0
17199,1025.6,20181114,29.0-90.0,6.2,8.14,77.5,10.1,18.15,,,,0.0
17200,1026.4,20181114,30.0-90.0,4.4,,,,,,,,0.0
17201,1026.8,20181114,30.0-91.0,4.1,,,,,,,,0.0
17202,1026.0,20181114,29.0-91.0,6.1,19.36,74.5,9.21,0.23,,,,0.0
17203,1027.2,20181114,30.0-92.0,5.8,,,,,,,,0.0
17204,1026.2,20181114,30.0-93.0,7.9,,,,,,,,0.0
17205,1027.9,20181114,29.0-96.0,7.0,,,,,,,,0.0
17206,1028.6,20181114,29.0-97.0,9.8,,,,,,,,0.0
17207,1027.6,20181114,29.0-95.0,8.5,,,,,,,,0.0
17208,1029.0,20181114,28.0-97.0,9.1,,,2.9,13.0,,,,0.0
17209,1028.4,20181114,28.0-96.0,10.5,,,,30.614,,,,0.0
17210,1027.8,20181114,30.0-95.0,9.5,,,,7.92,,,,0.0
17211,1028.0,20181114,30.0-94.0,8.7,,,,27.3486,,,,0.0
17212,1024.044336,20181114,30.0-88.0,5.939,,115.2,8.96,32.2,,,,0.0
17213,,20181114,29.0-92.0,6.6,,,,,,,,0.0
17214,1022.0,20181115,30.0-87.0,8.6,,,,,,,1879.294188161376,0.0
17215,1024.15,20181115,28.0-94.0,13.8,,48.4,,36.18,,,1879.294188161376,0.0
17216,1023.9,20181115,28.0-95.0,15.4,,,,,,,1879.294188161376,0.0
17217,1024.6,20181115,29.0-94.0,12.2,,,,35.3022,,,1879.294188161376,0.0
17218,1022.7,20181115,30.0-89.0,9.0,,,,,,,1879.294188161376,0.0
17219,1024.0,20181115,29.0-89.0,10.4,,,,,,,1879.294188161376,0.0
17220,1023.6,20181115,29.0-90.0,9.2,5.65,73.7,10.04,19.88,,,1879.294188161376,0.0
17221,1023.6,20181115,30.0-90.0,8.7,,,,,,,1879.294188161376,0.0
17222,1024.1,20181115,30.0-91.0,7.3,,,,,,,1879.294188161376,0.0
17223,1023.4,20181115,29.0-91.0,10.1,12.46,66.6,9.02,0.2,,,1879.294188161376,0.0
17224,1023.9,20181115,30.0-92.0,8.9,,,,,,,1879.294188161376,0.0
17225,1022.5,20181115,30.0-93.0,10.6,,,,,,,1879.294188161376,0.0
17226,1023.4,20181115,30.0-94.0,10.5,,,,26.6241,,,1879.294188161376,0.0
17227,1023.4,20181115,29.0-96.0,12.1,,,,,,,1879.294188161376,0.0
17228,1023.3,20181115,29.0-97.0,12.4,,,,,,,1879.294188161376,0.0
17229,1023.4,20181115,29.0-95.0,12.9,,44.0,,0.0,,,1879.294188161376,0.0
17230,1023.7,20181115,28.0-97.0,13.2,,,3.1,28.4384,,,1879.294188161376,0.0
17231,1023.4,20181115,28.0-96.0,13.4,,,,30.8493,,,1879.294188161376,0.0
17232,1024.0,20181115,30.0-95.0,10.0,,,,9.71,,,1879.294188161376,0.0
17233,1022.68978,20181115,30.0-88.0,10.27,,159.5,9.43,32.5,,,1879.294188161376,0.0
17234,,20181115,29.0-92.0,10.7,,,,,,,1879.294188161376,0.0
17235,1024.9,20181116,30.0-87.0,3.4,,,,,,,,0.0
17236,1021.49,20181116,28.0-94.0,17.2,,47.2,,36.17,,,,0.0
17237,1020.5,20181116,28.0-95.0,19.3,,,,,,,,0.0
17238,1021.8,20181116,29.0-94.0,17.0,,,,35.218,,,,0.0
17239,1022.1,20181116,30.0-89.0,11.0,,,,,,,,0.0
17240,1023.4,20181116,29.0-89.0,13.0,,,,,,,,0.0
17241,1022.8,20181116,29.0-90.0,12.8,4.03,60.4,7.72,24.84,,,,0.0
17242,1022.7,20181116,30.0-90.0,12.0,,,,,,,,0.0
17243,1022.7,20181116,30.0-91.0,10.8,,,,,,,,0.0
17244,1022.1,20181116,29.0-91.0,13.3,10.45,47.6,9.3,0.21,,,,0.0
17245,1022.3,20181116,30.0-92.0,12.4,,,,,,,,0.0
17246,1020.5,20181116,30.0-93.0,14.4,,,,,,,,0.0
17247,1020.2,20181116,29.0-96.0,15.0,,,,,,,,0.0
17248,1020.3,20181116,29.0-97.0,14.7,,,,,,,,0.0
17249,1020.4,20181116,29.0-95.0,17.3,,,,,,,,0.0
17250,1020.7,20181116,28.0-97.0,15.3,,,,28.7023,,,,0.0
17251,1020.2,20181116,28.0-96.0,15.3,,,,29.6606,,,,0.0
17252,1021.2,20181116,30.0-95.0,15.4,,,,9.38,,,,0.0
17253,1021.7,20181116,30.0-94.0,13.0,,,,27.4035,,,,0.0
17254,1022.68978,20181116,30.0-88.0,13.64,,117.7,8.96,30.7,,,,0.0
17255,,20181116,29.0-92.0,13.9,,,,,,,,0.0
17256,1019.67,20181117,28.0-94.0,19.9,,52.4,,35.78,,,,0.0
17257,1018.3,20181117,28.0-95.0,22.1,,,,,,,,0.0
17258,1020.1,20181117,29.0-94.0,18.8,,,,34.9644,,,,0.0
17259,1022.3,20181117,30.0-89.0,13.7,,,,,,,,0.0
17260,1022.6,20181117,29.0-89.0,15.6,,,,,,,,0.0
17261,1022.0,20181117,29.0-90.0,15.6,4.81,71.2,8.61,22.81,,,,0.0
17262,1022.0,20181117,30.0-90.0,14.2,,,,,,,,0.0
17263,1021.7,20181117,30.0-91.0,13.6,,,,,,,,0.0
17264,1021.2,20181117,29.0-91.0,14.9,11.91,70.4,9.36,0.21,,,,0.0
17265,1021.2,20181117,30.0-92.0,13.1,,,,,,,,0.0
17266,1019.4,20181117,30.0-93.0,16.3,,,,,,,,0.0
17267,1018.2,20181117,29.0-96.0,18.1,,,,,,,,0.0
17268,1018.0,20181117,29.0-97.0,16.7,,,,,,,,0.0
17269,1018.4,20181117,29.0-95.0,19.0,,78.9,,0.0,,,,0.0
17270,1018.2,20181117,28.0-97.0,19.9,,,,29.2815,,,,0.0
17271,1017.8,20181117,28.0-96.0,17.5,,,,30.0815,,,,0.0
